asset,triangles,submeshes,LOD,collision
Assets/_Game/Art/Environment/World170/Meshes/AncientAbyssDeck_Cyan.asset,24,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.ridge.old-lift-1.asset,128,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.ridge.old-lift-2.asset,36,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.ridge.old-lift-3.asset,24,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.ridge.old-lift-4.asset,12,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.ridge.old-lift-5.asset,70,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.ridge.old-lift-6.asset,350,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.ridge.upper-foundation-0.asset,304,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.ridge.upper-foundation-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.ridge.upper-foundation-2.asset,16,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.summit.stone-crown-0.asset,640,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.summit.stone-crown-1.asset,128,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.summit.stone-crown-2.asset,60,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.summit.stone-crown-3.asset,36,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.summit.stone-crown-4.asset,12,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.summit.stone-crown-5.asset,12,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.summit.stone-crown-6.asset,70,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/Mountain/biome.mountain-sky.summit.stone-crown-7.asset,350,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.arrival.terrace-0.asset,96,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.arrival.terrace-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.arrival.terrace-2.asset,288,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.arrival.terrace-3.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.arrival.terrace-4.asset,4342,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.final-runup-0.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.final-runup-1.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.final-runup-2.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.final-runup-3.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.final-runup-4.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.flow.01-0.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.flow.01-1.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.flow.01-2.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.flow.01-3.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.flow.01-4.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.flow.02-0.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.flow.02-1.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.flow.02-2.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.flow.02-3.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.flow.02-4.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.flow.03-0.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.flow.03-1.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.flow.03-2.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.flow.03-3.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.flow.03-4.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.step.01-0.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.step.01-1.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.step.01-2.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.step.01-3.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.step.01-4.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.step.02-0.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.step.02-1.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.step.02-2.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.step.02-3.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.step.02-4.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.step.03-0.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.step.03-1.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.step.03-2.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.step.03-3.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.step.03-4.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.turn.01-0.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.turn.01-1.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.turn.01-2.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.turn.01-3.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.turn.01-4.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.turn.02-0.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.turn.02-1.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.turn.02-2.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.turn.02-3.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.bridge-pier.m01.turn.02-4.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.garden.restore-court-0.asset,96,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.garden.restore-court-1.asset,288,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.garden.restore-court-2.asset,128,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.garden.restore-court-3.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.garden.restore-court-4.asset,4342,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.gateway.sun-portal-0.asset,260,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.gateway.sun-portal-1.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.gateway.sun-portal-2.asset,356,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.gateway.sun-portal-3.asset,180,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.overlook.patch-terrace-0.asset,32,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.overlook.patch-terrace-1.asset,96,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.overlook.patch-terrace-2.asset,64,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.overlook.patch-terrace-3.asset,256,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SkyCity/biome.sky-city.overlook.patch-terrace-4.asset,4342,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.crown-vessel-0.asset,408,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.crown-vessel-1.asset,768,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.crown-vessel-2.asset,1356,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.crown-vessel-3.asset,192,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.crown-vessel-4.asset,12,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.intake-vessel-0.asset,96,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.intake-vessel-1.asset,96,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.intake-vessel-2.asset,1776,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.intake-vessel-3.asset,192,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.intake-vessel-4.asset,240,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.reactor-vessel-0.asset,96,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.reactor-vessel-1.asset,96,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.reactor-vessel-2.asset,816,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.reactor-vessel-3.asset,192,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.reactor-vessel-4.asset,240,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.service-spine-0.asset,1368,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.service-spine-1.asset,264,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.service-spine-2.asset,528,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.transfer-crane-0.asset,36,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.transfer-crane-1.asset,24,1,none,source paired for refit; deck visual only
Assets/_Game/Art/Environment/World170/Refit/SolarFoundry/biome.solar-foundry.transfer-crane-2.asset,96,1,none,source paired for refit; deck visual only
